df_index	no_mention
000967	CADÊ A NOSSA LIBERDADE. ESTÁ FICANDO INSUPORTÁVEL. DITADURA ESCANCARADA. #Dia7VaiserGigante  #STFOrganizacaoCriminosa  #CPIdoTSE  #VotoImpressoAuditavelJa2022  #LiberdadeNaoSeGanhaSeToma  #BolsonaroPresidenteAte2026 url
000321	CARREATA 1° DE MAIO 2021  #PIVAPATRIOTA #PIVACONSERVADOR #DIREITA #ESQUERDA #CONSERVADOR  #FECHADOCOMBOLSONARO  #JAIRBOLSONARO #BOLSONARO #BOLSONARO2022 #BR #SP #SÃOPAULO #BRASIL #CATANDUVA #DEUSPATRIAEFAMILIA #SUPREMOÉOPOVO #lOCKDOWN #VOTOIMPRESSO #LIBERDADE url
001339	CARTA DE UM PRESO POLÍTICO #LiberdadeDeOpiniao #STFRompeuADemocracia  url
001072	CENSURA NÃO!!!! #CensuraNao  #CENSURA  #STFRompeuADemocracia  #LiberdadeDeExpressão  #Eleicoes2022  #Bolsonaro22  #TSEdaCensura  #TSE  #GloboLixo url
001646	COMUNISTAS.  A é foram cerceados e calados contra a liberdade de expressão e você estão calados.  #CensuraNao  #GloboLixoePetista  #TSEVergonhaNacional  #STFVergonhaMundial
000179	COPACABANA. #FechadoComBolsonaroAte2026 #SUPREMOÉOPOVO #liberdade url
000312	CUMPRA A CONSTITUICAO ..LIBERDADE DE EXPRESSÃO  JÁ #SupremoEoPovo
000356	Cabrini! Qual artigo da Constituição Federal de 88 e código penal está descrito a pena de fake News? o maior crime dos representantes do povo contra seu próprio eleitor é o MARCO CIVIL DA INTERNET. Liberdade de expressão é a maior das liberdades. #SupremoÉOPovo url
000543	Cadê a PGR? A ordem democrática constitucional tem que ser restabelecida! #AlexandreDeMoraesNaCadeia já! #liberdadedeexpressao e #STFVergonhaMundial #STFOrganizacaoCriminosa
001160	Cadê a democracia e liberdade de expressão direito de ir e vir??? Um abutre togado libertador de chefes de facções criminosa e ladrões vai tirar nossa Liberdade??? #STFVergonhaNacional #SomosTodosDanielSilveira  #STFRompeuADemocracia  #Sosforcasarmadas #LIBERDADEAINDAQUETARDIA
001112	Cadê a liberdade de expressão #STFRompeuADemocracia
000478	Cadê a liberdade de expressão? O contraditório? Cadê #AlexandreDeMoraesNaCadeia
000965	Cadê a nossa LIBERDADE DE EXPRESSÃO? #Dia7VaiserGigante #STFOrganizacaoCriminosa  #LiberdadeNaoSeGanhaSeToma  #CPIdoTSE  #BolsonaroOrgulhoDoBrasil
000492	Cadê nossa liberdade ?! #AlexandreDeMoraesNaCadeia #STFVergonhaMundial #STFOrganizacaoCriminosa  #LiberdadeNaoSeGanhaSeToma  #fraude #forcasarmadas Fraude Forças armadas Alexandre De Moraes Na Cadeia Vergonha Mundial STF Organizacao Criminosa liberdade Nao Se Ganha Se Toma Fox ne url
000493	Cadê nossa liberdade ?! #AlexandreDeMoraesNaCadeia #STFVergonhaMundial #STFOrganizacaoCriminosa #LiberdadeNaoSeGanhaSeToma url
000966	Cadê nossa liberdade de expressão. Lili vai cantar tio Bob. #STFOrganizacaoCriminosa #STFinimigoDoPovoBrasileiro #StfSoltaLadraoEJulgaHonesto #STFVergonhaNacional url
001767	Cadê o direito do cidadão, cadê liberdade de expressão? Até isso o STF quer tirar do povo?? #STFVergonhaMundial
000745	Cadê o teu carinho com uma menina de 11 anos q foi chamada de put4???  A repórter q ofendeu uma criança foi presa???  Cria vergonha na cara!!! #STFOrganizacaoCriminosa  #EsquerdaCriminosa  #LiberdadeDeExpressao
001478	Cadê os artistas sertanejos??  Tá na hora tds se unirem em defesa da democracia, da liberdade de expressão, do voto auditável e impresso. E de impeachment Alexandre de Moraes e Barroso .  #STFRompeuADemocracia   Dia 7 de setembro, povo nas ruas do Brasil. url
000881	Cala Boca, Liberdade de Expressão! #STFOrganizacaoCriminosa url
001684	Cala a boca racista, já esqueceu o motivo pelo qual foi despedido da #GloboLixo? O presidente EXIGE q o #STFVergonhaMundial cumpra à Constituição como todo brasileiro e respeite o direito de ir e vir e de liberdade de expressão e pare de perseguir pessoas pondo todos na cadeia! url
001279	Caminhoneiros estamos com vocês, #STFRompeuADemocracia Persegue quem não é de esquerda. Basta. #LiberdadeDeExpressao url
001013	Canalha cara de pau! #BRAZIL  #Brasil #Liberdade #BrazilWasStolem  #STFRompeuADemocracia  #LulaNaCadeia
000910	Canalhas, inconstitucional eh prender jornalistas, desrespeitar a liberdade de expressão, abrir inquéritos de oficio e TANTAS coisa que vocês vem fazendo... #STFVergonhaNacional #STFOrganizacaoCriminosa
001982	Cara político,  Vocês deveriam se unir para acabar com as babáreis ações ditatoriais sobre a livre expressão que o #STFVergonhaNacional #TSEVergonhaNacional estão fazendo... Isso é um ABSURDO... eles arrebentaram a corda a muito tempo e vocês estão fazendo pouco caso disso.
001044	Cara é real estamos sendo censurados , nós de direita não temos mais liberdade de expressão #STFRompeuADemocracia url
000452	Caraca ele falou mesmo em liberdade de imprensa? O cara manda bloquear todo mundo que é contra ai PT e o Luladrao…e quer ir pra NY e falar de liberdade de imprensa?! #AlexandreDeMoraesNaCadeia #ForaLulaLadrão
002071	"Caraí.. Já não bastava a ditadura de toga do $TF, agora o vem o T$E e faz o mesmo véi 😒. ""Art.5 da constituição, inciso IX"". Isso precisa parar ou seremos amordaçados! 🤐😶 #XandãoNaCadeia #LiberdadeDeExpressãoJa"
001666	Carla Cecato dá duro recado ao STF #Brasil #carlacecato #liberdadedeexpressão #stfvergonhanacional #stfvergonhamundial url
000602	Carrasco brasileiro #HojeSouEu #absolutismo #monocrático #foraDaLei #ditador #sanguinário #LiberdadeDeExpressão #SOSFFAA  #CalaBocaJaMorreu #devil  #cabeçaDeOvo  #imoral #ilegal url
001920	Censura nunca mais.  Seja de esquerda, seja de direita.  Todo totalitarismo, todo autoritarismo, todo cerceamento da liberdade de expressão deve ser repudiado.  Hitler, Fidel, Mussolini, Maduro... não importa o espectro político. Censura é abominável.  #TSEVergonhaNacional url
000988	Censurado!!! Triste. Sem liberdade de expressão. Querem calar para o povo não saber a verdade. #STFOrganizacaoCriminosa url
001096	Chamar alguém de Genocida é CRIME CONTRA A HONRA, Excelência, CALÚNIA! Não há liberdade de expressão nisso. Liberdade de expressão é criticar o e não ser processado por isso. #STFRompeuADemocracia  #DitaduraNuncaMais url
000169	Chapadão do Céu-GO, 7 de Setembro 2021: comerciantes, produtores rurais e população realizam carreata em prol do Brasil! #7DeSetembro #SupremoEoPovo #Liberdade #Brasil url
001556	Charge de hoje. Traidores da Pátria. #JindeltCartunista  #Brasil #BrasilNasRuas #conservador #constantino #kimpaim #ForcasArmadas #jovempannews #BrasilFoiRoubado #STFVERGONHADOBRASIL #PATRIOTAS #ElonMusk #LIBERDADE url
001953	Chega de censura. Liberdade de expressão para todos. As pessoas são o q são, então quero relembrar ao povo da toga que sim é um ex- presidiário, vcs mesmos tiraram o cargo de presidiário, ladrão pq não devolveu nada para o Brasil.  #CensuraNao #XandaoDitador #TSEVergonhaNacional url
000593	Chega de ditadura do STF.  #liberdadeparaoswaldoeustaquio  #AlexandreDeMoraesNaCadeia
001858	Chegamos ao nível mais crítico de LOUCURA!   #Liberdade  #CensuraNao  #tsevergonhanacional  #TSEOrganizacaoCriminosa url
000649	Chegamos ao ponto de termos que defender a liberdade religiosa e de culto em um país “democrático”. #liberdade #liberdadereligiosa #liberdadedeculto #STFVergonhaMundial #stfvergonhanacional #JesusVive #stfditadoresdetoga #stf #stflixo
001462	Cheirou cola? Defendendo a censura prévia e restrição à liberdade de expressão? Triste ver pessoas alienadas e vendidas ao sistema.  #STFRompeuADemocracia
000501	Chupa essa aí Alexandre de Morais supremo é o povo #Brasil #7DeSetembro #LiberdadeDeExpressao #AlexandreDeMoraesNaCadeia url
000220	Claro né!! Vcs mandaram o povo ficar em casa! Esqueceu?? O Brasil acordou!!! Supremo é o Povo, a Liberdade, a Fé, a Família.  Deus abençoe o Brasil 🙌🇧🇷 #Liberdade #Patria #7deSetPelaLiberdade #SupremoEoPovo #brasil #BolsonaroOrgulhoDoBrasil
000060	Com a palavra, nosso ainda presidente Bolsonaro!  #LIBERDADE #NaoSaiamDosQuarteis #democracia #SUPREMOEOPOVO url
000933	Com base em que lei as decisões do #STFOrganizaçãoCriminosa são tomadas? Onde consta na legislação brasileira, que opinião, manifestação, liberdade de expressão são crimes? Onde consta que é permitida a censura? Prefiro viver sob regime militar do que sob a ditadura do judiciário url url
001417	Com certeza #STFRompeuADemocracia  #LiberdadeJá #Dia07VaiSerGIGANTE
001760	"Com certeza! Quem impõe a DITADURA no Brasil é o os ministros do STF. Prendem por ""crime de opinião"", censuram a liberdade de expressão e perseguem quem os crítica. #stfvergonhamundial"
000327	Combati o bom combate .  #liberdade  #STFVergonhaNacional  #ProArmas #BolsonaroReeleito2022 #SupremoEOPovo  #TodoPoderEmanaDoPovo em Copacabana, Rio de Janeiro url
000914	Comemora bastante otário.  Vc está comemorando o fim da democracia e do direito de livre expressão.   #STFOrganizacaoCriminosa
001932	Começa por aqueles que não são aliados. Depois, a mordaça estará na boca de todos!  #TSE #TSEVergonhaNacional  #STF #Brasil #RiodeJaneiro #JovemPan #JovemPanews #Guerra #LIBERDADE url
000809	Comigo não funciona. Eu e minha família estaremos nas ruas defendendo o voto auditável e liberdade de expressão. #STFOrganizacaoCriminosa url
000814	Como irão condenar um parceiro. Esses nossos Tribunais superiores estão protegendo bandidos, perseguindo pessoas honestas, por crime de livre expressão. #STFOrganizacaoCriminosa  #TSEOrganizaçaoCriminosa
000599	Como isso é possível chega a doer a hipocrisia.  Corrupto pego no GRAMPO NOSSA LIBERDADE DE EXPRESSÃO INDO PARA O SACO  #STFVergonhaNacional  #AlexandreDeMoraesNaCadeia url
000334	Como não ver o que está em jogo no país? Nossa liberdade de expressão, religião e outras; estão sendo ameaçadas  e agredidas por aqueles que deveriam fortalecer as mesmas.  A sociedade criou o STF, não o contrário!  #supremoéopovo  #GoBolsonaroMundial
000477	Como os próprios esquerdistas  não enchergam o STF, STE e o Luladrão juntos em um só propósito, DERRUBAR NOSSO PRESIDENTE BOLSONARO ??? TEM Q SER MUITO BURRO MESMO!!! #exercito_oficial #LulaVergonhaNacional #AlexandreDeMoraesNaCadeia #Brasil #patria #Familia #LIBERDADE #CENSURA
000779	Como podemos entregar algo pessoal para um estranho? Esse rapaz não tem limites, não tem homem nesse pais não? #BrasilComBolsonaro, #7DeSetembroVaiSerGigante, #Liberdade, #DitaduraDaToga, #STFRompeuADemocracia, #STFOrganizacaoCriminosa, #STFVergonhaNacional url
001354	Como sempre não julgando e sim fazendo políurl é antidemocrático,atua como uma instituição ditadora. Não respeita a liberdade de expressão e pensamento.#STFRompeuADemocracia .
001578	"Como vai ficar a ""carona de avião"" pro Egito, já que o evento ""verdadeiro"" não o convidou? #LulaLadraoSeuLugarENaPrisao #LIBERDADE #TSEOrganizacaoCriminosa #STFVergonhaMundial #ForaLulaLadrão url"
000341	Comunicado do verdadeiro Gabinete do Ódio #LIBERDADE #SupremoÉOPovo
000323	Concentração em frente ao prédio do relógio Alcântara às 8h , para estar as 9h em Copacabana no posto 5 pedindo ao governador , q não deixe prefeitos ditadores, matar o povo de fome. . #naoaolockdown  #Liberdade  #respeitemaconstituição  #SupremoEOPovo #SaoGoncalo #RioDeJaneiro
000078	Concordo Raquel, o resto é blá blá blá... #SupremoÉoPovo #LiberdadeNaoSeGanhaSeToma #ResistenciaCivilJa
001834	Concordo totalmente!É muito triste,revoltante,humilhante😡Até quando STF,seres do mal? #STFVergonhaMundial  #STFPuxadinhoDaEsquerda  #STFNaoMeRepresenta  #LiberdadeOswaldoEustáquio url
000960	Concordo. O STF está atingindo o coração da democracia que a liberdade de expressão e imprensa livre. Crime de opinião é a treva. ✝️✡️Vade retro Xandão✡️✝️ nosferato. #STFOrganizacaoCriminosa #BarrosoNaCadeia #ImpeachmentAlexandreDeMoraes url
001647	Consegue imaginar uma eleição sem ter a liberdade de expressão cerceada? Não? Pois é.....é que o digam.  #CensuraNao  #TSEVergonhaNacional  #STFVergonhaMundial
001436	Constituição Federal A liberdade de expressão é garantida pela Constituição de 1988, principalmente nos incisos IV e IX do artigo 5º. Enquanto o inciso IV é mais amplo e trata da livre manifestação do pensamento. #AceitaPacheco #STFRompeuADemocracia c/  Xandão #Dia07VaiSerGIGANTE url
000195	"Conta aí que acharam com ele brochinho do che guevara e ""eu sou antifascista"", conta, produtores de FAKE NEWS??  #SeteDeSetembro #Liberdade  #ToContigoBolsonaro  #Brasilia #SupremoEoPovo"
000398	Contamos com vc na luta por liberdade e democracia sem arbitrariedades! #ForaAlexandreMoraes #liberdadedeexpressão #AlexandreDeMoraesDitador  #AlexandreRenuncie
000216	Contra o governo só tem meia dúzia. A maioria esmagadora é de patriotas pró-governo, vocês sabem disso. A Direita também quer respeito e liberdade de expressão.  Brasil, justiça e liberdade para TODOS.  #Dia07VaiSerGIGANTESCO  #SupremoEoPovo  🇧🇷♥️
000275	Covarde. Ficará na história o silêncio da OAB diante de tantas arbitrariedades vindas do STF em relação a liberdade de expressão. O povo jamais esquecerá disso. #Dia07VaiSerGIGANTESCO  #SupremoÉoPovo url url
000545	Crime de opinião é a pá de cal da democracia. #STFVergonhaMundial #AlexandreDeMoraesNaCadeia #liberdadedeopiniao
000244	Cruzada Patriótica.🇧🇷🇧🇷🇧🇷  #cruzadapatriotica  #novaindependenciadobrasil #indepensenciadobrasil #SeteDeSetembroVaiSerGigante  #LiberdadeDeExpressao  #democracia  #SupremoÉOPovo url
001551	Cuidado! Se você falar a verdade perto do Ministro Lewandowski poderá ser preso! url #vergonhadeserbrasileiro #Lewandowski #mudabrasil #prontofalei #liberdadedeexpressao #abusodepoder #PoliciaFederal #STFVERGONHA
001930	Cuidado! amanhã pode ser você, sua empresa, seu empregador...  Parabéns aos que previam que o Brasil se transformaria em uma Ditadura. Acertaram bem. Só erraram o nome do Ditador.  #CensuraNao #LiberdadeDeExpressao #DitaduraDaToga #TSEVergonhaNacional #TSETemCandidato url
000774	CÁRMEN LÚCIA AO AUTORIZAR LULA CHAMAR BOLSONARO DE GENOCIDA “O direito à liberdade de expressão não se direciona somente a proteger as opiniões supostamente verdadeiras, admiráveis ou convencionais, #STFOrganizacaoCriminosa #STFRompeuADemocracia url
001798	DELÍCIA DE BRASIL! 53.000.000,00 em dinheiro vivo dentro de malas pode tranquilo...  Agora vai exercer seu direito de livre EXPRESSÃO pra ver! #STFVergonhaMundial
000693	DEPUTADOS!!! DEVERIA TER ULTRAPASSADO O NÚMERO DE ASSINATURAS EM VEZ DE FICAR FALTANDO!! HELLO!!!! MEXAM-SE!! 🤡🤡🤡 #BrazilWasStolen #ForcasArmadasSalvemOBrazil  #OPovoUnidoJamaisSeraVencido #LIBERDADE  #STForganizaçãoCriminosa #BrasilNasRuas 🇧🇷 url
000559	DEUS VAI DA A VITÓRIA PRA ELE ,DEUS É GRANDE O MELHOR MÉDICO  #liberdadeparaoswaldoeustaquio  #AlexandreDeMoraesNaCadeia
000943	DITADURA DE TOGA!! Quem ainda não percebeu que estamos vivendo uma ditadura, onde se perdeu a liberdade de expressão, o direito de ir e vir!! PURA PERSEGUIÇAO POLITICA! #STFRompeuADemocracia #STFOrganizacaoCriminosa
000496	"DOMINGO:                               22 BRASIL                         10 SÃO PAULO #LulaNaCadeia #BolsonaroReeleito #AlexandreDeMoraesNaCadeia #PTNuncaMais #LiberdadeDeExpressao #CensuraNao  #Brasil  ""BRASIL ACIMA DE TUDO, DEUS ACIMA DE TODOS'"
001829	"Daniel Silveira, réu por exercer a ""liberdade de expressão"", volta à prisão por ordem de Moraes url   #STFVergonhaMundial  #STFDesgraçaNacional"
001535	Daqui a pouco a PF vai bater na minha casa por eu estar manifestando minha liberdade de expressão?  Cadê o congresso para se manifestar  a favor dos direitos de seus eleitores? #stfvergonha  #AlexandreDeMoraesInimigoDoBrasil  #ForaAlexandreDeMoraes
000319	Data 01/05/2021  Hora 15:00  Local Avenida das Torres  Manaus Amazonas  #democracia #liberdade #Brasil #RESPEITO #supremoéopovo url
000133	De acordo com a CF de 88 quero expressar minha opinião. Vários ministros do STF têm desrespeitado de forma repetida a liberdade de expressão. Ignoram a vontade popular. Desrespeitoso é o que define a formação atual dessa corte. #SupremoÉOPovo !!
000659	De novo eu criticando essa merda pq realmente o STF é um usurpador da liberdade de expressão. #STFlixo url
001574	De tanto a querer que o Lula fique Preso que Enlouqueceu, ela quer Corromper o Artigo 5 da Constituição, o mesmo artigo que trata da Liberdade de Expressão! #Dia9NasRuas #STFVergonhadoBrasil
000592	"Defenderei essa TAG até a sua prisão. Será por uma boa causa. O senhor é apenas um indicado de ex presidente. Não lhe cabe o direito de usurpar a liberdade de expressão de quem que que seja. Julga e condena seus ""algozes"". O sr. é criminoso. Prenda-me!  #AlexandreDeMoraesNaCadeia"
